DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200204744,01/15/2020 12:00:00 AM,01/14/2020 12:00:00 AM,2300,2,Rampart,201,1,310,BURGLARY,0344 1601 0321,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,900 N  MARIPOSA                     AV,,"340,869","-118,299"
200204762,01/15/2020 12:00:00 AM,01/14/2020 12:00:00 AM,2200,2,Rampart,247,1,310,BURGLARY,1822 0342 0394 0344 1607,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,1700 W  6TH                          ST,,"340,596","-1,182,701"
200204803,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1,2,Rampart,216,1,310,BURGLARY,0344 0352 1601 0314 0377 2034,19,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,1000    CORONADO                     TR,,"340,777","-1,182,688"
200204812,01/15/2020 12:00:00 AM,01/15/2020 12:00:00 AM,1033,2,Rampart,245,1,310,BURGLARY,0913 2000 0344 1605 1814,26,F,H,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,2500 W  6TH                          ST,,"340,616","-1,182,794"
200204996,01/20/2020 12:00:00 AM,01/15/2020 12:00:00 AM,1300,2,Rampart,275,1,310,BURGLARY,1601 0344,27,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,900    BEACON                       AV,,"340,514","-1,182,743"
200112385,05/30/2020 12:00:00 AM,05/29/2020 12:00:00 AM,2215,1,Central,164,1,310,BURGLARY,0344 1609 1822 0329 1420,35,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,600 S  SPRING                       ST,,"34,046","-1,182,509"
200205094,01/22/2020 12:00:00 AM,01/21/2020 12:00:00 AM,1700,2,Rampart,233,1,310,BURGLARY,0344 1607 0329 0601,0,X,X,719,MEDICAL/DENTAL OFFICES,,,IC,Invest Cont,310,,,,2700    BEVERLY                      BL,,"340,699","-1,182,777"
200205312,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,300,2,Rampart,245,1,310,BURGLARY,0907 1606 1402,0,X,X,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,310,998,,,600 S  PARK VIEW                    ST,,"340,612","-1,182,785"
200207569,03/10/2020 12:00:00 AM,03/09/2020 12:00:00 AM,1528,2,Rampart,233,1,310,BURGLARY,1822 1605 0349 0930,32,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,310,,,,200 S  LA FAYETTE PARK              PL,,"340,671","-1,182,806"
200208917,04/13/2020 12:00:00 AM,04/12/2020 12:00:00 AM,1540,2,Rampart,245,1,310,BURGLARY,1607 0344 1402 1822,19,X,X,719,MEDICAL/DENTAL OFFICES,,,AA,Adult Arrest,310,998,,,2200 W  3RD                          ST,,"340,633","-1,182,738"
200109616,03/24/2020 12:00:00 AM,03/24/2020 12:00:00 AM,255,1,Central,162,1,310,BURGLARY,1420 1822 0344 1609,0,X,X,401,MINI-MART,,,IC,Invest Cont,310,,,,500 W  7TH                          ST,,"340,467","-1,182,556"
200205607,02/01/2020 12:00:00 AM,01/30/2020 12:00:00 AM,2200,2,Rampart,233,1,310,BURGLARY,1822 1605 0344,55,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2400    HYANS                        ST,,"340,723","-1,182,767"
200205633,02/02/2020 12:00:00 AM,02/02/2020 12:00:00 AM,1500,2,Rampart,233,1,310,BURGLARY,0344 1601,24,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,100 S  OCCIDENTAL                   BL,,"340,709","-1,182,801"
200205649,02/03/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1700,2,Rampart,245,1,310,BURGLARY,1822 1606 0344 0377,49,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,600 S  CORONADO                     ST,,"34,062","-1,182,804"
200205721,02/04/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1300,2,Rampart,245,1,310,BURGLARY,0344 0354 0321 1601 0329 1300,47,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,2500 W  6TH                          ST,,"340,616","-1,182,794"
200312094,05/31/2020 12:00:00 AM,05/29/2020 12:00:00 AM,1800,3,Southwest,333,1,310,BURGLARY,0325 0329 1609 1822,19,X,X,403,DRUG STORE,,,IC,Invest Cont,310,,,,3600    CRENSHAW                     BL,,"340,278","-1,183,378"
200100712,03/28/2020 12:00:00 AM,03/23/2020 12:00:00 AM,1700,1,Central,174,1,310,BURGLARY,0375 0344 1822 1402 0329,0,X,X,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,310,998,,,700 S  MAIN                         ST,,"340,439","-1,182,514"
200304285,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,215,3,Southwest,341,1,310,BURGLARY,0314 1608 1202 1601 2034 1822 2004,86,F,B,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,,,,5700    BOWCROFT                     ST,,"340,203","-1,183,692"
200205899,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,1900,2,Rampart,249,1,310,BURGLARY,0344 1601 0352,24,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,1100    WILSHIRE                     BL,,"340,524","-1,182,633"
200205904,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,1000,2,Rampart,217,1,310,BURGLARY,0344 1606,23,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,1900    CLINTON                      ST,,"34,073","-118,264"
220904776,01/22/2022 12:00:00 AM,12/28/2020 12:00:00 AM,1200,9,Van Nuys,974,1,310,BURGLARY,0397 0344,48,M,W,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,4600    VAN NUYS                     BL,,"341,548","-1,184,487"
200906646,02/28/2020 12:00:00 AM,02/27/2020 12:00:00 AM,1030,9,Van Nuys,991,1,310,BURGLARY,0344 1606,44,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,15100    ENCANTO                      DR,,"341,466","-118,462"
200816285,11/11/2020 12:00:00 AM,11/10/2020 12:00:00 AM,1700,8,West LA,897,1,310,BURGLARY,1822 0344 0397 1602 0352 1402 1267,31,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,998,,,3300 S  BEVERLY                      DR,,"34,031","-1,183,989"
200305372,01/24/2020 12:00:00 AM,01/24/2020 12:00:00 AM,225,3,Southwest,311,1,310,BURGLARY,1601 0344,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,3100 S  LA CIENEGA                   BL,,"340,301","-118,372"
200205954,02/08/2020 12:00:00 AM,02/08/2020 12:00:00 AM,1000,2,Rampart,211,1,310,BURGLARY,1202 0329 1607,65,M,W,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,500 N  BERENDO                      ST,,"340,791","-1,182,941"
200707342,03/11/2020 12:00:00 AM,03/10/2020 12:00:00 AM,1515,7,Wilshire,702,1,310,BURGLARY,0344 1605 1501,41,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,700 N  SIERRA BONITA                AV,,"340,837","-1,183,543"
200304211,01/04/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1,3,Southwest,325,1,310,BURGLARY,0344 1202 1601,66,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,1400 W  29TH                         ST,,"340,307","-1,182,923"
200304392,01/07/2020 12:00:00 AM,01/03/2020 12:00:00 AM,629,3,Southwest,393,1,310,BURGLARY,1202 0344 1601,73,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,3200 W  VERNON                       AV,,"340,074","-118,329"
200304393,01/07/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1200,3,Southwest,391,1,310,BURGLARY,0344 1606,52,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,4200    SANTO TOMAS                  DR,,"340,103","-1,183,456"
201615243,11/30/2020 12:00:00 AM,11/22/2020 12:00:00 AM,1400,16,Foothill,1676,1,310,BURGLARY,344,34,M,H,707,GARAGE/CARPORT,,,AA,Adult Arrest,310,,,,8600    GLENOAKS                     BL,,"342,265","-1,183,632"
200304473,01/08/2020 12:00:00 AM,01/07/2020 12:00:00 AM,2200,3,Southwest,392,1,310,BURGLARY,0329 1607,55,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,2300 W  48TH                         ST,,"340,001","-1,183,181"
200304553,01/10/2020 12:00:00 AM,01/08/2020 12:00:00 AM,745,3,Southwest,318,1,310,BURGLARY,0329 0344 0352 1601 0321,41,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1400 W  23RD                         ST,,"340,352","-118,289"
200304739,01/13/2020 12:00:00 AM,01/13/2020 12:00:00 AM,2000,3,Southwest,376,1,310,BURGLARY,1402 1409 1822 2004 0329 1608,44,F,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310,,,,3900    LA SALLE                     AV,,"340,146","-1,183,057"
200304592,01/11/2020 12:00:00 AM,01/10/2020 12:00:00 AM,430,3,Southwest,311,1,310,BURGLARY,1822 1601 1202 0344 1402,64,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5400    GEER                         AV,,"340,298","-1,183,619"
200304604,01/10/2020 12:00:00 AM,01/09/2020 12:00:00 AM,1730,3,Southwest,361,1,310,BURGLARY,0216 0325 0397 1309 1602,19,X,X,402,MARKET,,,IC,Invest Cont,310,,,,5000    OBAMA                        BL,,"340,171","-1,183,531"
200304609,01/10/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1000,3,Southwest,375,1,310,BURGLARY,0344 0378 1607 0352 0913 0216,23,F,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,310,,,,1600 W  38TH                         ST,,"340,174","-1,183,089"
200304709,01/13/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1600,3,Southwest,393,1,310,BURGLARY,1607 0344,19,X,X,118,CONSTRUCTION SITE,,,IC,Invest Cont,310,,,,4300    CRENSHAW                     BL,,"340,054","-1,183,338"
200304713,01/13/2020 12:00:00 AM,01/12/2020 12:00:00 AM,1500,3,Southwest,375,1,310,BURGLARY,1609 0344 0329 1202,69,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1600 W  39TH                         ST,,"340,146","-1,183,089"
200304762,01/14/2020 12:00:00 AM,01/13/2020 12:00:00 AM,2325,3,Southwest,393,1,310,BURGLARY,1606 0325 0202 0216 1607 1602 0329,19,X,X,727,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,310,,,,3000 W  MARTIN LUTHER KING JR        BL,,"340,109","-1,183,262"
200304764,01/14/2020 12:00:00 AM,01/14/2020 12:00:00 AM,745,3,Southwest,333,1,310,BURGLARY,1606 0344 0314,44,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3000    BUCKINGHAM                   RD,,"340,276","-1,183,405"
200304820,01/15/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1930,3,Southwest,315,1,310,BURGLARY,1609 0329 0321 1420,0,X,X,220,NAIL SALON,,,IC,Invest Cont,310,,,,2600 S  WESTERN                      AV,,"34,034","-1,183,133"
200215390,09/23/2020 12:00:00 AM,09/18/2020 12:00:00 AM,2000,2,Rampart,271,1,310,BURGLARY,0913 1803 1817 0342 1607 0344 0329 0358,0,M,W,203,OTHER BUSINESS,,,AO,Adult Other,310,,,,1000 S  ALVARADO                     ST,,"340,529","-1,182,819"
200304945,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,405,3,Southwest,397,1,310,BURGLARY,0329 0344 1307 1601 0202 1822 1606,19,X,X,108,PARKING LOT,,,IC,Invest Cont,310,,,,4200 S  VERMONT                      AV,,"340,073","-118,298"
200305063,01/19/2020 12:00:00 AM,01/15/2020 12:00:00 AM,1200,3,Southwest,395,1,310,BURGLARY,0344 1601,58,F,B,514,GROUP HOME,,,IC,Invest Cont,310,,,,4000    DENKER                       AV,,"340,073","-1,183,108"
200305139,01/21/2020 12:00:00 AM,01/20/2020 12:00:00 AM,1800,3,Southwest,325,1,310,BURGLARY,1607 0325 0329,19,X,X,403,DRUG STORE,,,IC,Invest Cont,310,,,,1300 W  29TH                         ST,,"340,307","-1,182,923"
200305222,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1000,3,Southwest,331,1,310,BURGLARY,1607 0314 0202 0216 1822,28,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2600 S  LONGWOOD                     AV,,"340,325","-1,183,496"
200708242,04/13/2020 12:00:00 AM,04/08/2020 12:00:00 AM,1700,7,Wilshire,725,1,310,BURGLARY,0397 0344 0358,52,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,100 N  VISTA                        ST,,"340,736","-1,183,522"
201222743,10/17/2020 12:00:00 AM,10/09/2020 12:00:00 AM,1430,12,77th Street,1263,1,310,BURGLARY,0321 0344 1610 1602 1607 0329 1202,73,M,B,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,310,,,,7900 S  WESTERN                      AV,,"339,664","-118,309"
200305583,01/27/2020 12:00:00 AM,01/24/2020 12:00:00 AM,1600,3,Southwest,392,1,310,BURGLARY,0329 0344 1601,19,X,X,231,DAY CARE/CHILDREN*,,,IC,Invest Cont,310,,,,3000 W  VERNON                       AV,,"340,037","-1,183,257"
200217692,11/21/2020 12:00:00 AM,11/21/2020 12:00:00 AM,345,2,Rampart,221,1,310,BURGLARY,1822 1416 0344 1607 1402 0329 0397 0202,50,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310,998,,,300 N  NEW HAMPSHIRE                AV,,"340,763","-1,182,932"
200305437,01/25/2020 12:00:00 AM,01/24/2020 12:00:00 AM,1600,3,Southwest,353,1,310,BURGLARY,1606 0329 0344,50,F,B,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,3600    BUCKINGHAM                   RD,,"340,232","-1,183,404"
200305446,01/25/2020 12:00:00 AM,01/24/2020 12:00:00 AM,1830,3,Southwest,392,1,310,BURGLARY,0325 1601,19,X,X,402,MARKET,,,IC,Invest Cont,310,,,,5100    CRENSHAW                     BL,,"339,964","-1,183,308"
200305542,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,815,3,Southwest,311,1,310,BURGLARY,0344 1236 1606 1822,33,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,3300 S  LA CIENEGA                   PL,,"340,289","-1,183,751"
200305500,01/26/2020 12:00:00 AM,01/19/2020 12:00:00 AM,700,3,Southwest,336,1,310,BURGLARY,1607 0321 0344 1202,71,F,B,120,STORAGE SHED,,,IC,Invest Cont,310,,,,2200 W  30TH                         ST,,"340,274","-1,183,152"
200305506,01/24/2020 12:00:00 AM,01/24/2020 12:00:00 AM,900,3,Southwest,313,1,310,BURGLARY,0329 0344 1601,42,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4000    MONTCLAIR                    ST,,"340,333","-1,183,311"
200919016,12/31/2020 12:00:00 AM,12/23/2020 12:00:00 AM,1200,9,Van Nuys,915,1,310,BURGLARY,1607 0344 0358 0321 1414 1420,0,X,X,118,CONSTRUCTION SITE,,,IC,Invest Cont,310,,,,7100    VAN NUYS                     BL,,"341,994","-1,184,488"
200305602,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,110,3,Southwest,318,1,310,BURGLARY,1609 0329 0325 1402 2004,19,X,X,301,GAS STATION,,,AA,Adult Arrest,310,,,,2200 S  VERMONT                      AV,,"34,036","-1,182,916"
200305603,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,700,3,Southwest,356,1,310,BURGLARY,0344 1251 1606,23,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,1600 W  35TH                         PL,,"340,237","-1,183,061"
200305715,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,750,3,Southwest,336,1,310,BURGLARY,1601 0344 0352 0321 1402,36,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,2100 W  31ST                         ST,,"340,265","-118,312"
200305716,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,620,3,Southwest,336,1,310,BURGLARY,1602 0344 0352 0321 0329,41,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2100 W  31ST                         ST,,"340,265","-118,312"
201113583,09/14/2020 12:00:00 AM,09/13/2020 12:00:00 AM,1700,11,Northeast,1173,1,310,BURGLARY,1402 0358 0344 1822,35,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,2100    BAXTER                       ST,,"340,915","-118,255"
200305779,01/30/2020 12:00:00 AM,01/30/2020 12:00:00 AM,1230,3,Southwest,361,1,310,BURGLARY,0378 1202 0344 1601 0329 1817 1609,69,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,310,,,,3900    STEVELY                      AV,,"340,163","-1,183,536"
200305831,01/31/2020 12:00:00 AM,01/31/2020 12:00:00 AM,500,3,Southwest,399,1,310,BURGLARY,0329 0344 1607 0321 0352,28,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4100    FLOWER                       ST,,"340,093","-1,182,815"
200305905,02/01/2020 12:00:00 AM,02/01/2020 12:00:00 AM,2000,3,Southwest,341,1,310,BURGLARY,1822 1606 0216 0314,54,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,3700    CARMONA                      AV,,"340,201","-1,183,672"
200305906,02/02/2020 12:00:00 AM,02/02/2020 12:00:00 AM,240,3,Southwest,343,1,310,BURGLARY,0329 1402 0202 0216 1609 1309,19,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,5100    OBAMA                        BL,,"340,199","-1,183,608"
200122990,12/31/2020 12:00:00 AM,12/27/2020 12:00:00 AM,1200,1,Central,132,1,310,BURGLARY,1403 1822 0344 0397 1602,39,M,W,120,STORAGE SHED,,,IC,Invest Cont,310,,,,200 S  GRAND                        AV,,"340,539","-1,182,503"
200305959,02/03/2020 12:00:00 AM,02/02/2020 12:00:00 AM,1400,3,Southwest,376,1,310,BURGLARY,1609 0344 0329 1602,32,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3900    BRIGHTON                     AV,,"340,155","-1,183,013"
200306003,02/03/2020 12:00:00 AM,02/01/2020 12:00:00 AM,1400,3,Southwest,392,1,310,BURGLARY,0329 0344 1609,19,X,X,710,OTHER PREMISE,,,IC,Invest Cont,310,,,,2500 W  VERNON                       AV,,"340,037","-1,183,203"
200306058,02/04/2020 12:00:00 AM,02/04/2020 12:00:00 AM,430,3,Southwest,319,1,310,BURGLARY,0344 0342 1607 1309 0216,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,2500 S  FIGUEROA                     ST,,"340,288","-1,182,756"
200306075,02/04/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1015,3,Southwest,363,1,310,BURGLARY,1609 0329 0352 0344 1238,38,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,4000    PALMWOOD                     DR,,"340,132","-1,183,424"
200409344,05/29/2020 12:00:00 AM,05/28/2020 12:00:00 AM,2355,4,Hollenbeck,491,1,310,BURGLARY,1609 0329,0,M,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,1700 S  SOTO                         ST,,"340,233","-1,182,222"
200306086,02/04/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1725,3,Southwest,377,1,310,BURGLARY,1609 0329 0344 0352,48,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1200 W  38TH                         ST,,"340,173","-1,182,973"
200306108,02/05/2020 12:00:00 AM,01/31/2020 12:00:00 AM,500,3,Southwest,396,1,310,BURGLARY,0352 0329 1607 0344,38,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,800 W  MARTIN LUTHER KING JR        BL,,"340,111","-1,182,872"
200306144,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1045,3,Southwest,397,1,310,BURGLARY,0344 1609 1822 0216 0352 0329,32,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4200 S  BUDLONG                      AV,,"340,073","-1,182,959"
200306202,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,320,3,Southwest,397,1,310,BURGLARY,0329 1822 0216 0344 1601 1609 1307,19,X,X,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,310,,,,4200 S  VERMONT                      AV,,"340,073","-118,298"
200708114,04/08/2020 12:00:00 AM,04/08/2020 12:00:00 AM,1845,7,Wilshire,722,1,310,BURGLARY,325,0,F,W,242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",,,AA,Adult Arrest,310,,,,8400    BEVERLY                      BL,,"340,761","-1,183,731"
200306281,02/08/2020 12:00:00 AM,02/08/2020 12:00:00 AM,620,3,Southwest,314,1,310,BURGLARY,0314 1607 1822 0329 1210 2034,37,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,3300 W  ADAMS                        BL,,"340,327","-1,183,201"
200705874,02/09/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1700,7,Wilshire,762,1,310,BURGLARY,1601 0344,76,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5900    PICKFORD                     ST,,"340,478","-1,183,686"
200404168,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,2000,4,Hollenbeck,497,1,310,BURGLARY,0344 0329 1601,0,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,3300 E  OLYMPIC                      BL,,"340,191","-1,182,081"
200400503,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1700,4,Hollenbeck,488,1,310,BURGLARY,0344 0327,72,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,3200 E  8TH                          ST,,"340,238","-1,182,058"
200400517,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,2347,4,Hollenbeck,448,1,310,BURGLARY,0344 1607 1402,0,X,X,704,ELEMENTARY SCHOOL,,,IC,Invest Cont,310,998,,,1500    MURCHISON                    ST,,"340,594","-1,181,958"
200400547,01/20/2020 12:00:00 AM,01/20/2020 12:00:00 AM,1900,4,Hollenbeck,437,1,310,BURGLARY,0344 1607 1402,0,X,X,213,WAREHOUSE,,,IC,Invest Cont,310,998,,,4400    WORTH                        ST,,"340,627","-1,181,902"
200619535,12/21/2020 12:00:00 AM,12/21/2020 12:00:00 AM,1345,6,Hollywood,643,1,310,BURGLARY,0209 1202 1822 1601 1607 0344 0352,67,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,310,,,,1700    CAMINO PALMERO               ST,,"341,016","-118,35"
200400581,01/26/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1315,4,Hollenbeck,439,1,310,BURGLARY,0344 1402 0321,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,998,,,5100    VALLEY                       BL,,"340,712","-1,181,732"
200109602,03/24/2020 12:00:00 AM,03/24/2020 12:00:00 AM,410,1,Central,162,1,310,BURGLARY,1605 0344,0,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,700 S  GRAND                        AV,,"340,473","-1,182,566"
200404055,01/02/2020 12:00:00 AM,01/01/2020 12:00:00 AM,35,4,Hollenbeck,443,1,310,BURGLARY,0344 0329 1609,0,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,1900    ZONAL                        AV,,"340,611","-1,182,086"
200404106,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1700,4,Hollenbeck,406,1,310,BURGLARY,344,78,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,4900    VIA MARISOL,,"341,011","-118,181"
200404144,01/04/2020 12:00:00 AM,01/03/2020 12:00:00 AM,2200,4,Hollenbeck,429,1,310,BURGLARY,1302 1307 0344,26,M,H,101,STREET,,,IC,Invest Cont,310,,,,HUNTINGTON                   DR,POPLAR,"340,906","-1,181,648"
201105588,02/06/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1500,11,Northeast,1172,1,310,BURGLARY,0321 0344 1607,77,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,2300    DUANE                        ST,,"340,911","-1,182,619"
200207416,03/06/2020 12:00:00 AM,03/04/2020 12:00:00 AM,400,2,Rampart,241,1,310,BURGLARY,0344 1607,51,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,310,,,,400 S  LA FAYETTE PARK              PL,,"340,657","-1,182,815"
201113171,09/02/2020 12:00:00 AM,08/24/2020 12:00:00 AM,1630,11,Northeast,1115,1,310,BURGLARY,1602 0344 0358 0397,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,2200    FAIR PARK                    AV,,"341,361","-118,215"
200404381,01/11/2020 12:00:00 AM,01/10/2020 12:00:00 AM,1900,4,Hollenbeck,489,1,310,BURGLARY,0344 1822,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,1200 S  SOTO                         ST,,"340,281","-1,182,194"
200404394,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,1645,4,Hollenbeck,478,1,310,BURGLARY,400,62,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,1100    INEZ                         ST,,"34,031","-1,182,015"
200404427,01/12/2020 12:00:00 AM,01/11/2020 12:00:00 AM,1700,4,Hollenbeck,438,1,310,BURGLARY,0329 1602,0,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,5600    VALLEY                       BL,,"340,757","-1,181,711"
201205680,01/24/2020 12:00:00 AM,01/24/2020 12:00:00 AM,1245,12,77th Street,1243,1,310,BURGLARY,1607 0344 0321 1202,62,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,6900 S  GRAMERCY                     PL,,"33,977","-1,183,133"
