UNIT,UNIT_NUM,STUB_NAME,STUB_LABEL,STUB_LABEL_NUM,YEAR,YEAR_NUM,AGE,AGE_NUM,ESTIMATE,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-24 years,3.22,2003,27,15-24 years,2,3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-19 years,3.221,2003,27,15-19 years,2.1,2.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 20-24 years,3.222,2003,27,20-24 years,2.2,3.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-44 years,3.23,2003,27,25-44 years,3,5.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-34 years,3.231,2003,27,25-34 years,3.1,4.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 35-44 years,3.232,2003,27,35-44 years,3.2,6.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-64 years,3.24,2003,27,45-64 years,4,6.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-54 years,3.241,2003,27,45-54 years,4.1,7.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 55-64 years,3.242,2003,27,55-64 years,4.2,5.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65 years and over,3.25,2003,27,65 years and over,5,3.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65-74 years,3.251,2003,27,65-74 years,5.1,3.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 75-84 years,3.252,2003,27,75-84 years,5.2,4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 85 years and over,3.253,2003,27,85 years and over,6,3.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 10-14 years,3.11,2004,28,10-14 years,1,1.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-24 years,3.12,2004,28,15-24 years,2,16.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-19 years,3.121,2004,28,15-19 years,2.1,12.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 20-24 years,3.122,2004,28,20-24 years,2.2,21.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-44 years,3.13,2004,28,25-44 years,3,22.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-34 years,3.131,2004,28,25-34 years,3.1,21,
"Deaths per 100,000 resident population",2,Sex and age,Male: 35-44 years,3.132,2004,28,35-44 years,3.2,23.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-64 years,3.14,2004,28,45-64 years,4,23.6,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-54 years,3.141,2004,28,45-54 years,4.1,24.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 55-64 years,3.142,2004,28,55-64 years,4.2,21.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65 years and over,3.15,2004,28,65 years and over,5,29,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65-74 years,3.151,2004,28,65-74 years,5.1,22.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 75-84 years,3.152,2004,28,75-84 years,5.2,34.6,
"Deaths per 100,000 resident population",2,Sex and age,Male: 85 years and over,3.153,2004,28,85 years and over,6,49.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 10-14 years,3.21,2004,28,10-14 years,1,0.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-24 years,3.22,2004,28,15-24 years,2,3.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-19 years,3.221,2004,28,15-19 years,2.1,3.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 20-24 years,3.222,2004,28,20-24 years,2.2,3.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-44 years,3.23,2004,28,25-44 years,3,6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-34 years,3.231,2004,28,25-34 years,3.1,4.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 35-44 years,3.232,2004,28,35-44 years,3.2,7.1,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-64 years,3.24,2004,28,45-64 years,4,7.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-54 years,3.241,2004,28,45-54 years,4.1,8.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 55-64 years,3.242,2004,28,55-64 years,4.2,6.1,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65 years and over,3.25,2004,28,65 years and over,5,3.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65-74 years,3.251,2004,28,65-74 years,5.1,3.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 75-84 years,3.252,2004,28,75-84 years,5.2,3.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 85 years and over,3.253,2004,28,85 years and over,6,3.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 10-14 years,3.11,2005,29,10-14 years,1,1.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-24 years,3.12,2005,29,15-24 years,2,16.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-19 years,3.121,2005,29,15-19 years,2.1,11.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 20-24 years,3.122,2005,29,20-24 years,2.2,20.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-44 years,3.13,2005,29,25-44 years,3,22.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-34 years,3.131,2005,29,25-34 years,3.1,20.6,
"Deaths per 100,000 resident population",2,Sex and age,Male: 35-44 years,3.132,2005,29,35-44 years,3.2,23.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-64 years,3.14,2005,29,45-64 years,4,23.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-54 years,3.141,2005,29,45-54 years,4.1,25.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 55-64 years,3.142,2005,29,55-64 years,4.2,22,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65 years and over,3.15,2005,29,65 years and over,5,29.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65-74 years,3.151,2005,29,65-74 years,5.1,22.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 75-84 years,3.152,2005,29,75-84 years,5.2,35.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 85 years and over,3.153,2005,29,85 years and over,6,49.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 10-14 years,3.21,2005,29,10-14 years,1,0.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-24 years,3.22,2005,29,15-24 years,2,3.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-19 years,3.221,2005,29,15-19 years,2.1,3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 20-24 years,3.222,2005,29,20-24 years,2.2,4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-44 years,3.23,2005,29,25-44 years,3,5.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-34 years,3.231,2005,29,25-34 years,3.1,4.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 35-44 years,3.232,2005,29,35-44 years,3.2,6.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-64 years,3.24,2005,29,45-64 years,4,7.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-54 years,3.241,2005,29,45-54 years,4.1,8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 55-64 years,3.242,2005,29,55-64 years,4.2,6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65 years and over,3.25,2005,29,65 years and over,5,4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65-74 years,3.251,2005,29,65-74 years,5.1,4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 75-84 years,3.252,2005,29,75-84 years,5.2,4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 85 years and over,3.253,2005,29,85 years and over,6,4.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 10-14 years,3.11,2006,30,10-14 years,1,1.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-24 years,3.12,2006,30,15-24 years,2,16,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-19 years,3.121,2006,30,15-19 years,2.1,11.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 20-24 years,3.122,2006,30,20-24 years,2.2,21,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-44 years,3.13,2006,30,25-44 years,3,22.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-34 years,3.131,2006,30,25-34 years,3.1,20.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 35-44 years,3.132,2006,30,35-44 years,3.2,23.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-64 years,3.14,2006,30,45-64 years,4,24.6,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-54 years,3.141,2006,30,45-54 years,4.1,26.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 55-64 years,3.142,2006,30,55-64 years,4.2,22.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65 years and over,3.15,2006,30,65 years and over,5,28.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65-74 years,3.151,2006,30,65-74 years,5.1,22.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 75-84 years,3.152,2006,30,75-84 years,5.2,32.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 85 years and over,3.153,2006,30,85 years and over,6,48,
"Deaths per 100,000 resident population",2,Sex and age,Female: 10-14 years,3.21,2006,30,10-14 years,1,0.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-24 years,3.22,2006,30,15-24 years,2,3.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-19 years,3.221,2006,30,15-19 years,2.1,2.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 20-24 years,3.222,2006,30,20-24 years,2.2,3.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-44 years,3.23,2006,30,25-44 years,3,5.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-34 years,3.231,2006,30,25-34 years,3.1,4.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 35-44 years,3.232,2006,30,35-44 years,3.2,7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-64 years,3.24,2006,30,45-64 years,4,7.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-54 years,3.241,2006,30,45-54 years,4.1,8.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 55-64 years,3.242,2006,30,55-64 years,4.2,6.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65 years and over,3.25,2006,30,65 years and over,5,3.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65-74 years,3.251,2006,30,65-74 years,5.1,4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 75-84 years,3.252,2006,30,75-84 years,5.2,4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 85 years and over,3.253,2006,30,85 years and over,6,3.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 10-14 years,3.11,2007,31,10-14 years,1,1.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-24 years,3.12,2007,31,15-24 years,2,15.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-19 years,3.121,2007,31,15-19 years,2.1,10.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 20-24 years,3.122,2007,31,20-24 years,2.2,20.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-44 years,3.13,2007,31,25-44 years,3,22.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-34 years,3.131,2007,31,25-34 years,3.1,21.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 35-44 years,3.132,2007,31,35-44 years,3.2,24.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-64 years,3.14,2007,31,45-64 years,4,25.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-54 years,3.141,2007,31,45-54 years,4.1,27,
"Deaths per 100,000 resident population",2,Sex and age,Male: 55-64 years,3.142,2007,31,55-64 years,4.2,23.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65 years and over,3.15,2007,31,65 years and over,5,28.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65-74 years,3.151,2007,31,65-74 years,5.1,22,
"Deaths per 100,000 resident population",2,Sex and age,Male: 75-84 years,3.152,2007,31,75-84 years,5.2,33.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 85 years and over,3.153,2007,31,85 years and over,6,46.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 10-14 years,3.21,2007,31,10-14 years,1,0.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-24 years,3.22,2007,31,15-24 years,2,3.1,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-19 years,3.221,2007,31,15-19 years,2.1,2.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 20-24 years,3.222,2007,31,20-24 years,2.2,3.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-44 years,3.23,2007,31,25-44 years,3,6.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-34 years,3.231,2007,31,25-34 years,3.1,5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 35-44 years,3.232,2007,31,35-44 years,3.2,7.3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-64 years,3.24,2007,31,45-64 years,4,8.1,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-54 years,3.241,2007,31,45-54 years,4.1,8.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 55-64 years,3.242,2007,31,55-64 years,4.2,7.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65 years and over,3.25,2007,31,65 years and over,5,3.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65-74 years,3.251,2007,31,65-74 years,5.1,4.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 75-84 years,3.252,2007,31,75-84 years,5.2,3.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 85 years and over,3.253,2007,31,85 years and over,6,3.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 10-14 years,3.11,2008,32,10-14 years,1,1.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-24 years,3.12,2008,32,15-24 years,2,16,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-19 years,3.121,2008,32,15-19 years,2.1,11.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 20-24 years,3.122,2008,32,20-24 years,2.2,21,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-44 years,3.13,2008,32,25-44 years,3,22.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-34 years,3.131,2008,32,25-34 years,3.1,21.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 35-44 years,3.132,2008,32,35-44 years,3.2,24.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-64 years,3.14,2008,32,45-64 years,4,27.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-54 years,3.141,2008,32,45-54 years,4.1,28.6,
"Deaths per 100,000 resident population",2,Sex and age,Male: 55-64 years,3.142,2008,32,55-64 years,4.2,25.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65 years and over,3.15,2008,32,65 years and over,5,29.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65-74 years,3.151,2008,32,65-74 years,5.1,24.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 75-84 years,3.152,2008,32,75-84 years,5.2,33.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 85 years and over,3.153,2008,32,85 years and over,6,43,
"Deaths per 100,000 resident population",2,Sex and age,Female: 10-14 years,3.21,2008,32,10-14 years,1,0.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-24 years,3.22,2008,32,15-24 years,2,3.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-19 years,3.221,2008,32,15-19 years,2.1,3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 20-24 years,3.222,2008,32,20-24 years,2.2,4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-44 years,3.23,2008,32,25-44 years,3,6.3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-34 years,3.231,2008,32,25-34 years,3.1,5.1,
"Deaths per 100,000 resident population",2,Sex and age,Female: 35-44 years,3.232,2008,32,35-44 years,3.2,7.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-64 years,3.24,2008,32,45-64 years,4,8.1,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-54 years,3.241,2008,32,45-54 years,4.1,9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 55-64 years,3.242,2008,32,55-64 years,4.2,6.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65 years and over,3.25,2008,32,65 years and over,5,4.1,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65-74 years,3.251,2008,32,65-74 years,5.1,4.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 75-84 years,3.252,2008,32,75-84 years,5.2,3.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 85 years and over,3.253,2008,32,85 years and over,6,3.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 10-14 years,3.11,2009,33,10-14 years,1,1.6,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-24 years,3.12,2009,33,15-24 years,2,16.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-19 years,3.121,2009,33,15-19 years,2.1,11.6,
"Deaths per 100,000 resident population",2,Sex and age,Male: 20-24 years,3.122,2009,33,20-24 years,2.2,20.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-44 years,3.13,2009,33,25-44 years,3,23,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-34 years,3.131,2009,33,25-34 years,3.1,21,
"Deaths per 100,000 resident population",2,Sex and age,Male: 35-44 years,3.132,2009,33,35-44 years,3.2,24.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-64 years,3.14,2009,33,45-64 years,4,27.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-54 years,3.141,2009,33,45-54 years,4.1,29.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 55-64 years,3.142,2009,33,55-64 years,4.2,26.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65 years and over,3.15,2009,33,65 years and over,5,29.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65-74 years,3.151,2009,33,65-74 years,5.1,24.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 75-84 years,3.152,2009,33,75-84 years,5.2,32.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 85 years and over,3.153,2009,33,85 years and over,6,44,
"Deaths per 100,000 resident population",2,Sex and age,Female: 10-14 years,3.21,2009,33,10-14 years,1,0.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-24 years,3.22,2009,33,15-24 years,2,3.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-19 years,3.221,2009,33,15-19 years,2.1,3.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 20-24 years,3.222,2009,33,20-24 years,2.2,4.1,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-44 years,3.23,2009,33,25-44 years,3,6.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-34 years,3.231,2009,33,25-34 years,3.1,5.1,
"Deaths per 100,000 resident population",2,Sex and age,Female: 35-44 years,3.232,2009,33,35-44 years,3.2,7.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-64 years,3.24,2009,33,45-64 years,4,8.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-54 years,3.241,2009,33,45-54 years,4.1,9.3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 55-64 years,3.242,2009,33,55-64 years,4.2,7.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65 years and over,3.25,2009,33,65 years and over,5,4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65-74 years,3.251,2009,33,65-74 years,5.1,4.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 75-84 years,3.252,2009,33,75-84 years,5.2,3.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 85 years and over,3.253,2009,33,85 years and over,6,3.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 10-14 years,3.11,2010,34,10-14 years,1,1.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-24 years,3.12,2010,34,15-24 years,2,16.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-19 years,3.121,2010,34,15-19 years,2.1,11.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 20-24 years,3.122,2010,34,20-24 years,2.2,22.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-44 years,3.13,2010,34,25-44 years,3,23.6,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-34 years,3.131,2010,34,25-34 years,3.1,22.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 35-44 years,3.132,2010,34,35-44 years,3.2,24.6,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-64 years,3.14,2010,34,45-64 years,4,29.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-54 years,3.141,2010,34,45-54 years,4.1,30.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 55-64 years,3.142,2010,34,55-64 years,4.2,27.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65 years and over,3.15,2010,34,65 years and over,5,29,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65-74 years,3.151,2010,34,65-74 years,5.1,23.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 75-84 years,3.152,2010,34,75-84 years,5.2,32.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 85 years and over,3.153,2010,34,85 years and over,6,47.3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 10-14 years,3.21,2010,34,10-14 years,1,0.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-24 years,3.22,2010,34,15-24 years,2,3.9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-19 years,3.221,2010,34,15-19 years,2.1,3.1,
"Deaths per 100,000 resident population",2,Sex and age,Female: 20-24 years,3.222,2010,34,20-24 years,2.2,4.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-44 years,3.23,2010,34,25-44 years,3,6.4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-34 years,3.231,2010,34,25-34 years,3.1,5.3,
"Deaths per 100,000 resident population",2,Sex and age,Female: 35-44 years,3.232,2010,34,35-44 years,3.2,7.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-64 years,3.24,2010,34,45-64 years,4,8.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-54 years,3.241,2010,34,45-54 years,4.1,9,
"Deaths per 100,000 resident population",2,Sex and age,Female: 55-64 years,3.242,2010,34,55-64 years,4.2,8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65 years and over,3.25,2010,34,65 years and over,5,4.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65-74 years,3.251,2010,34,65-74 years,5.1,4.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 75-84 years,3.252,2010,34,75-84 years,5.2,3.7,
"Deaths per 100,000 resident population",2,Sex and age,Female: 85 years and over,3.253,2010,34,85 years and over,6,3.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 10-14 years,3.11,2011,35,10-14 years,1,1.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-24 years,3.12,2011,35,15-24 years,2,17.6,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-19 years,3.121,2011,35,15-19 years,2.1,12.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 20-24 years,3.122,2011,35,20-24 years,2.2,22.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-44 years,3.13,2011,35,25-44 years,3,24,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-34 years,3.131,2011,35,25-34 years,3.1,23.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 35-44 years,3.132,2011,35,35-44 years,3.2,24.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-64 years,3.14,2011,35,45-64 years,4,28.9,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-54 years,3.141,2011,35,45-54 years,4.1,30.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 55-64 years,3.142,2011,35,55-64 years,4.2,27.3,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65 years and over,3.15,2011,35,65 years and over,5,29.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65-74 years,3.151,2011,35,65-74 years,5.1,24.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 75-84 years,3.152,2011,35,75-84 years,5.2,33.8,
"Deaths per 100,000 resident population",2,Sex and age,Male: 85 years and over,3.153,2011,35,85 years and over,6,44.1,
"Deaths per 100,000 resident population",2,Sex and age,Female: 10-14 years,3.21,2011,35,10-14 years,1,0.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-24 years,3.22,2011,35,15-24 years,2,4,
"Deaths per 100,000 resident population",2,Sex and age,Female: 15-19 years,3.221,2011,35,15-19 years,2.1,3.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 20-24 years,3.222,2011,35,20-24 years,2.2,4.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-44 years,3.23,2011,35,25-44 years,3,6.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 25-34 years,3.231,2011,35,25-34 years,3.1,6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 35-44 years,3.232,2011,35,35-44 years,3.2,7.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-64 years,3.24,2011,35,45-64 years,4,8.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 45-54 years,3.241,2011,35,45-54 years,4.1,9.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 55-64 years,3.242,2011,35,55-64 years,4.2,7.6,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65 years and over,3.25,2011,35,65 years and over,5,4.5,
"Deaths per 100,000 resident population",2,Sex and age,Female: 65-74 years,3.251,2011,35,65-74 years,5.1,5.2,
"Deaths per 100,000 resident population",2,Sex and age,Female: 75-84 years,3.252,2011,35,75-84 years,5.2,3.8,
"Deaths per 100,000 resident population",2,Sex and age,Female: 85 years and over,3.253,2011,35,85 years and over,6,3.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 10-14 years,3.11,2012,36,10-14 years,1,2.1,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-24 years,3.12,2012,36,15-24 years,2,17.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 15-19 years,3.121,2012,36,15-19 years,2.1,12.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 20-24 years,3.122,2012,36,20-24 years,2.2,22,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-44 years,3.13,2012,36,25-44 years,3,24.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 25-34 years,3.131,2012,36,25-34 years,3.1,23.4,
"Deaths per 100,000 resident population",2,Sex and age,Male: 35-44 years,3.132,2012,36,35-44 years,3.2,25.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-64 years,3.14,2012,36,45-64 years,4,29.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 45-54 years,3.141,2012,36,45-54 years,4.1,30.2,
"Deaths per 100,000 resident population",2,Sex and age,Male: 55-64 years,3.142,2012,36,55-64 years,4.2,28.7,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65 years and over,3.15,2012,36,65 years and over,5,29.5,
"Deaths per 100,000 resident population",2,Sex and age,Male: 65-74 years,3.151,2012,36,65-74 years,5.1,24.1,
